node,shortest_time_min,best_station_column,best_station_number
2192112627,5.595946971126998,station_1,1.0
2192112628,5.659542072122584,station_1,1.0
2192112629,5.591761100868,station_1,1.0
2200340663,3.5986122491835864,station_7,7.0
2208284420,1.5728173005282982,station_12,12.0
2210218345,5.507323155785851,station_1,1.0
2210218372,5.775164647298723,station_1,1.0
2210218445,7.023617566723851,station_7,7.0
2210218524,5.839513623560299,station_1,1.0
2211795701,10.101806414158988,station_5,5.0
2216008591,2.8613378841035417,station_9,9.0
2308609237,5.000794870298916,station_7,7.0
2308609239,4.771515742271827,station_7,7.0
2308729566,8.963092138242056,station_5,5.0
2308729630,4.3954992245743245,station_7,7.0
2308729701,4.629496801615398,station_7,7.0
2308729843,4.845908112854525,station_5,5.0
2311962495,10.457227851503374,station_4,4.0
2313053492,6.478742072230748,station_3,3.0
2313057200,5.815119773796229,station_7,7.0
2313057204,5.53076879616936,station_7,7.0
2313057205,6.021997722822988,station_7,7.0
2313057211,5.761248618124693,station_7,7.0
2313311559,5.711524066534003,station_7,7.0
2313311562,6.024887014345864,station_7,7.0
2313311563,5.526586604018245,station_7,7.0
2313311583,5.751931511551819,station_7,7.0
2313311590,5.854261588537195,station_7,7.0
2313311591,5.680800571146064,station_7,7.0
2313311595,5.762982139799766,station_7,7.0
2313311596,5.6485919559337185,station_7,7.0
2313311607,5.403060799474784,station_7,7.0
2313321772,2.412964459137041,station_7,7.0
2313321776,2.8350501614188857,station_7,7.0
2313321785,2.2002395386369806,station_7,7.0
2313321793,2.407436632655759,station_7,7.0
2313321794,2.305225777061208,station_7,7.0
2348089393,12.185288238057835,station_11,11.0
2357237543,3.306031962901601,station_8,8.0
2377939367,4.243595744999255,station_7,7.0
2421830905,1.2357047489361392,station_9,9.0
2421830906,1.279596288161225,station_9,9.0
2421832828,2.1846076460267256,station_9,9.0
2421832830,2.7546287195041645,station_9,9.0
2421832832,1.9777964146139204,station_9,9.0
2421832835,3.0630393629618857,station_9,9.0
2450853073,1.640961517483508,station_10,10.0
2450853079,1.143517679400994,station_10,10.0
2450853091,2.3665002399631847,station_10,10.0
2450853114,0.0,station_10,10.0
2450853122,1.3760962273525728,station_10,10.0
2466648152,1.4442660292425757,station_3,3.0
2480028387,2.40784314800875,station_12,12.0
2480028393,2.496738911140016,station_12,12.0
2480976501,3.1810767698025413,station_12,12.0
2480976507,3.2314306262309507,station_12,12.0
2481010352,4.1405834155446675,station_12,12.0
2481010359,4.146229049328991,station_12,12.0
2481010364,4.107674052349634,station_12,12.0
2481010407,4.123945930249984,station_12,12.0
2481028367,3.5273471071729077,station_2,2.0
2481028407,2.2531809411506347,station_2,2.0
2481065767,4.049498107484974,station_2,2.0
2481065891,4.578624349733691,station_12,12.0
2485010430,1.4818058225955015,station_9,9.0
2485010434,1.5305750532832916,station_9,9.0
2485010455,1.854042157958825,station_9,9.0
2485010460,1.9215836250013105,station_9,9.0
2485010475,0.5103423205980655,station_9,9.0
2485010477,0.5757680100737791,station_9,9.0
2485043322,1.7368168754093263,station_12,12.0
2485043330,2.218253754635187,station_12,12.0
2485081874,3.159447467401198,station_9,9.0
2485125730,1.2428246413047328,station_12,12.0
2485125742,1.325046532150854,station_12,12.0
2485144286,3.130934802290931,station_12,12.0
2485173671,2.29810228076938,station_2,2.0
2485173683,2.324734488629402,station_2,2.0
2485213861,2.065856417719668,station_2,2.0
2485213875,2.2373702948781844,station_2,2.0
2485213879,2.414406772823315,station_2,2.0
2497431373,2.687477545495587,station_12,12.0
2497431385,3.3885814349900385,station_12,12.0
2497485103,5.0106934114104265,station_12,12.0
2497485110,4.264593199377561,station_12,12.0
2514209738,2.1328287520683165,station_7,7.0
2549109338,2.2851146667346525,station_12,12.0
2549109346,2.2915109750623546,station_12,12.0
2549109352,2.3640581867992023,station_12,12.0
2549109371,2.2683241613017646,station_12,12.0
2549109374,2.2372368178204534,station_12,12.0
2549109426,1.6280092961661368,station_12,12.0
2549109460,1.601370046507712,station_12,12.0
2549109476,0.9955073312234293,station_12,12.0
2549109507,1.1372403316053112,station_12,12.0
2553890147,0.3451807455396891,station_12,12.0
2553890153,0.35184207579515914,station_12,12.0
2553890161,0.29812300900047195,station_12,12.0
